!	mul	!!	!	factorial	!	factorial	concat
'bout	en	about	ab		out	single,utter,outside,⠳,out and about,safe,go,away,york,stolen base,put out,thereout,with-,sacrifice,outen,down,popout,or-,circular breathing,projecting	concat
'bout	en	about	a		bout	grudge match,venue,guzzle,veney,bender,wrestle	concat
'buked	en	rebuked	rebuke	withtake,undernim,jobe,rattle,sneap,tongue lashing,threap,increpate,chastisement,flyting,objurgation,tell off,reprimand,rebukeful,scold,snubbing,rebukable,give someone what for,upbraiding,trim,remord,reproof,check,rebuking,yell at,chew out,unrebukable,shit,criminate	d		concat
'bye	en	goodbye	good	ungood,well-doing,sin tax,boon,giffen good,ethical,peachy keen,hotsy-totsy,supergood,bang up,business,cush,all right,great,bakgat,benevolent,banner,goodful,ridgy-didge,heavy,net,no slouch,nifty,nait,crash hot,lekker,seel,cushty,positive,gdgd,eu-,nongood,on the side of the angels,reight,sely,gooden,strong,worst,average,bona,res publica,goodly,eutheism,shadow price,summum bonum,halfway decent,not half bad,dacent,white hat,dy-no-mite,evil,bonify,rattling,tidy,budgeree,sweet as a nut,well,goodness,to die for,nongoodness,gd,terrific,da kine,dystheism,gey,top notch,bang-up,⠛⠙,goodish,bad,veblen good,public good,dystheist,ghood,overgood,first-rate,like new	bye	extra,kthnxbai,b,ciao	concat
'cause	en	because	be	consist,beable,get,befind,belike,i'se,worth,predicable,exist,abe,peace	cause	causeless,lost cause,reason,fade,ingenerate,stalwart,call to mind,take the stump,create,induce,let,have,timelike,gratuitously,blamestorm,occasion,antecedent,to calm down,beget,consequence,to cool off,get,effectuate,fate,inchoate,of,inebriate,win,jump,causeful,acausally,do,beflutter,therefore,causative,monocausal,sake,apologist,anger,gar,tingle,downfall,espousal,aetiology,causelessness,beworry,encheason,bring on,palpitate,pour,stagger,trip up,urgrund,collapse,liquor,warp,vexatious suit,simmer,engender,infer,set off,forwander,somatoform disorder,lifestylist,draw,wreak,run,because,causal,forswelt,hang,backtrace,bring about,wave,make,raise someone's consciousness,factioneer,spear carrier,causelessly	concat
'd	en	possessed	possess	of,aught,have,to abound in,boast,to abound with,'ve,private property,inhold	-ed	bound morpheme,-'d	concat
'd	en	had	h		ad	hijri,flavian,old cornish,advert	concat
'd	en	possessed	posses	posser	sed	sed	concat
'd better	en	had better	had	she'd,we'd,⠸⠓,he'd,when'd,hadda,they'd,'d	better	exceed,meliorated,meliority,more like it,excel,super,betterer,amend,gooden,outjump,new standard,out of the ordinary,transformation,preferable,ameliorate,amelioration,improve,batten,whack,beat,outwrite	concat
'deed	en	indeed	in	inbound,outside,therein,longa,deficient,in-,en-,⠔,a-,not out,i',ben,pica	deed	escrow,non-violent,performance,favor,good turn,teste,charter,deedholder,douth,fordede,instrument,do,holograph,muniment,amiss,specialty,act,prank	concat
'erb	en	herb	her	hor,hers,her,herself	b		concat
'gainst	en	against	again	anew,time after time,new-,again-,reproduce,ayein,over,renewedly,⠁⠛,once more,ayen,ana-,re-,eft,any more,double check,of new,agyen,duplicate,againness,back-,triple check,reoccurrence	st		concat
'hood	en	neighborhood	neighbor	ucalegon,neighborhood	hood	bonnet,hoodlike,coif,houve,riding hood,bungarum,cappuccio,unhood,hoodwink,capoch,chaperon,scoop,hoodless,howve,amice,hooded,capuched,poncho	concat
'hood	en	brotherhood	brother	bro,brotherless,br.,fra,brotherly,bredda,boet,brotherlike,bruv,brotherfucker,broski,bruvver	hood	bonnet,hoodlike,coif,houve,riding hood,bungarum,cappuccio,unhood,hoodwink,capoch,chaperon,scoop,hoodless,howve,amice,hooded,capuched,poncho	concat
'll	en	will	w		ill	sickroom,sick list,sick as a dog,good samaritan law,ailing,ail,miserable,sicken,worst,illish,badly,indisposed,poorly,maladive,crook,innocuous,like death warmed over,nonill,unwell,sick as a parrot,sickly,comfortfic,fall ill	concat
'll	en	shall	s		hall	hall,sale,court,aularian,hof,atrium	concat
'mongst	en	amongst	among	midst,of,including,interstellar,mang,amidst,stack up,imell	st		concat
'n'	en	set phrases	set phrase	no harm done,not to worry,syntheton	s		concat
'n'	en	set phrases	set	steam radio,resultset,west,transversal,zero,setness,stand,integer,double-break,underset,web,urelement,gang,solidify,russell's paradox,misset,seam set,recursively enumerable,intraset,jelly,permutation,set point,collection,multigraph,symmetric difference,bag,serve,universal set,unset,determinate,forthset,aggregate,cut and dried,element,repetition,kripke frame,miniset,uncountable set,open set,multiset,cast,koken,nonsetting,proper subset,liquidated,telly,bagel,nonscience,topological space,alight,sethood,stell,metaset,plant,setting,zeroize,inset,overset,random function,hartogs number,strip the willow,inclavated,non-empty,prefix,preset,ossification,lump,nonempty,settable,lost wax,mathematical structure,p-complete,chinese boxes	phrases	phrasing,semantic analysis,zygon,interphrasal,lexical item,or,interphrase,adverb	concat
'nam	en	vietnam war	vietnam	dong,chickenhawk,cholon,tai dam,vietnamese,family day,horsetail pine,kouprey,nam,angika,saigon,monom,hanoi,'nam,french indochina,ho chi minh city,hue	war	angary,martialize,wardom,frat lit,warlessness,horus,depopulate,astarte,nonwar,peace,skirmish,civil war,wartime,take up the hatchet,warray,victorious,hostilities,afterwar,duration,militarize,belligerent,æsir,temporary gentleman,warless,demobilize,bellicism,safeguard,spoliation,peacetime,pacify,pillage,march,bellicist,suit and service,warcraft,laws of war,loot,counterwar,nonbelligerent,arriere-ban,go to the mattresses,post-war,mars,cyberwar,militiate,miniwar,prowar,displaced person,war-ridden,shield,utensil,holy war,funk hole	concat
'naner	en	banana	ban	taboo,unban,amanse,banninate,criminalize,banate	ana	a.	concat
'og	en	shilling	shill	shillaber	-ing	bound morpheme	concat
'puter	en	computer	compute	cast up,recompute,checksum,suppute,compt,price out,supputate,evaluate	r		concat
'rents	en	parents	parent	parentlike,parental,dad,parentish,parentless,half-blood,transference,half-sib,profectitious,parentally,appropriate adult,parent,half-blooded,parentness,caretaker,daughter language,nonparent,grandparent,parricide,parentship,helicopter parent,unparented,parentdom,parently	s		concat
'rents	en	parents	pa	paw	rents	esplees,rentee,roomer,renter	concat
'round	en	around	a		round	sphery,rd,eor,circlelike,roundish,saucer-eyed,postround,roundy,buddha belly,ballow,orbed,rosette,circlet,troll,circled,globy,labialize,ringlike,final,catch,canon,nonround,rung,rounds,rnd,rundle,keg,midround,roundness,orbicular,shell,teret,bar,button nose	concat
's	bg	на	но	but	а	on the point of,while,huh,ha,now,whereas,ah,let’s,and,well,oh,right,but,rather,tag question,yet,eh,about to,why,just,almost	drop left
's	bg	на	на	's,near,with,on,for,per,to,at,into,by,a,of,close to,in	а	on the point of,while,huh,ha,now,whereas,ah,let’s,and,well,oh,right,but,rather,tag question,yet,eh,about to,why,just,almost	drop left
's	bg	на	не	don't,n't,no,not	а	on the point of,while,huh,ha,now,whereas,ah,let’s,and,well,oh,right,but,rather,tag question,yet,eh,about to,why,just,almost	drop left
's	ru	-ин	-ин	's,’s,of	н	cyrillic,n	drop left
's	ru	-ын	ы	yery,lol,laughter,cyrillic	н	cyrillic,n	concat
's	ru	-ев	е	yo,yeah,oh yeah,e	в	indoor,mph,upon,indoors,as sound as a bell,on the lam,to,half-hourly,impanel,scavenge,commissioning,bellyache,espouse,appreciate,nickel,unilaterally,resuscitate,impel,camping,vouch,at,in,into,pawn,pulverise,weekly,during,conscious,guest,counterjumper,on,per	concat
's	ru	-ин	и	even,trudge,cyrillic,e,i,both,и,as well as,bob's your uncle,and,so,yi	н	cyrillic,n	concat
's	ru	-ов	-ов	's,-son,s’,-s,’s,of	в	on,conscious,pulverise,pawn,appreciate,impanel,half-hourly,espouse,on the lam,counterjumper,during,at,bellyache,vouch,upon,unilaterally,impel,guest,per,indoors,weekly,resuscitate,mph,nickel,camping,into,commissioning,to,as sound as a bell,scavenge,indoor,in	drop left
's	ru	-ын	-ын	's,’s,of	н	cyrillic,n	drop left
's	ru	-ов	о	o,why,about,of,upon,cyrillic,against,oh,on,ah	в	indoor,mph,upon,indoors,as sound as a bell,on the lam,to,half-hourly,impanel,scavenge,commissioning,bellyache,espouse,appreciate,nickel,unilaterally,resuscitate,impel,camping,vouch,at,in,into,pawn,pulverise,weekly,during,conscious,guest,counterjumper,on,per	concat
's	ru	-ев	-ев	's,-son,s’,-s,’s,of	в	on,conscious,pulverise,pawn,appreciate,impanel,half-hourly,espouse,on the lam,counterjumper,during,at,bellyache,vouch,upon,unilaterally,impel,guest,per,indoors,weekly,resuscitate,mph,nickel,camping,into,commissioning,to,as sound as a bell,scavenge,indoor,in	drop left
's-hertogenbosch	en	north brabant	north	septentrion,transalpine,north-seeking pole,n-pole,n,northern,northerly,northwardly,hyperborean,northernmost,boreally,septentrional,boreal,up,northerner,n.	brabant	brabanter,brabantian	concat
's-hertogenbosch	es	bolduque	bol	basin	duque	duke	concat
'sall good	en	no problem	no		problem	what's cooking?,mess up,no problemo,pitfall,therein lies the rub,the tip of the iceberg,exponentiation,thing,problematize,dilemma,twelve-step program,spanner,enigma,throw a spanner in the works,fencepost problem,multiproblem,hitch,bind,mishap,problematic,decide,make a mountain out of a molehill,rid,problemo,loose end,denial,indaba,sort out,nonproblem,bitch,complaint,initiative	concat
'snails	en	oath	oat	skeg,oatlike,ait	h		concat
'swounds	en	emphasis	em	mutton,indentation,emself,eir	phasis	poti	concat
'twere	en	were	w		ere	or	concat
'umra	ar	عمرة	ع	ayin	مرة	once	concat
'umra	ru	умра	ум	mind,pate,wit,brightness,intellect	ра	ra	concat
'un	en	one	on	epi-,longa,turn on,upon,en-,ana-,a-,be-,down,with	e		concat
'un	en	one	o		ne	northeast	concat
've	en	possess	posses	posser	s		concat
'zackly	en	exactly	exact	on the nose,command,unexact,dromion,exactify,quick-and-dirty,exactification,sharp,ransom,extort,compel,perturbation theory,deadweight,exactness,overexact,approximate,puncticular,precise,rigorous,clean	-ly	bound morpheme,bound form	concat
(as) clean as a hound's tooth	en	clean	c		lean	scrannel,meager,recumb,barebone,leanness,scranny,spare,slant,emaciation,scraggy,gaunt,leany,scragged,stringy,bareboned,side,wantish,macilent,meagre,angular,sag,ultralean,insist,marcid,superlean,hunch,trim,hagged,ectomorph,emacerate,macerate,pollock,rest,scranky,lank,sway,topple,leanly,slink,gracile,rackabones	concat
(as) clean as a whistle	en	reproach	rep	reps	roach	taran,roachlike,azurine	concat
(as) poor as a church mouse	ja	非常に貧しい	非常に	extremely,very	貧しい	poor	concat
(as) quiet as a mouse	en	heard	hear	ear,get,hearken,hearsome,nonhearing,hearingly,rehear,earedness,hearing,overhear,listen,listening,make out,hearingless,hyar,behear,deaf	d		concat
(as) quiet as a mouse	nl	muisstil	muis	house mouse,mouse	stil	mute,quiet,silent,moving,soft,still	concat
(as) white as a sheet	en	shock	s		hock	hockamore,curb,aum,hockle,hox,ham	concat
(as) white as a sheet	nl	spierwit	spier	blade,spar,collective,blade of grass,muscle	wit	legal,clear,untainted,knowledge,white,cocaine,pure,hoary	concat
(be) going to	es	ir a	ir	go,go over,blow,work to rule,going to	a		concat
(drinking) straw	zh	吸管	吸	attract,suck,absorb,inhale	管	control,pipe,manage,woodwind,duct,tube	concat
(not) at all	ro	deloc	de		loc	room,place,location,locus	concat
(s)he	en	they	t		hey	hollo,hoa,ho,arrey,oi oi,hola,oi	concat
(s)he	en	they	the	jimmer,le,tho,ye,th',teh,t'	y		concat
(s)he	en	gender-neutral	gender	ungendered,sexless,sexuality,transgender,malestream,demographic,reverse discrimination,regender,sex-plus,double act,male,antigender,genderlessly,intragender,gen,bigot,degender,feminine,identity politics,case ending,hade,genderable,sexual,cissexual,masculine,sexly,single-sex,agendered,genderwise,neuter,gendered,female,multigender,accident,homoromantic,only,agender,genderless,multigendered,heteroromantic,inflect,dudes,supremacism,engender,noninflected,genderlessness,gender-blind,paraschematic,pregender,tumtum,degenderize,nongender,pansexual,the same sex,genderize,epicene,nondenominational,noun class,intersexuality,genderedness	neutral	neutrally,neutralness,uncharged,nonaligned,neutralism,buffer zone,sit on the fence,unneutral,unneutrally,nonneutral,neuter,deneutralize,thermoneutrality	concat
(something) my arse!	cmn	你個頭	你	you,thee,thou,what's your job?	個頭	(something) my arse!	concat
(something) my arse!	cmn	個屁	個	one and a half	屁	flatulence,fart	concat
(something) my arse!	cmn	个头	个	one and a half	头	head,chief	concat
(something) my arse!	cmn	你个头	你	you,thee,thou,what's your job?	个头	(something) my arse!	concat
(something) my arse!	cmn	个屁	个	one and a half	屁	flatulence,fart	concat
(something) my arse!	cmn	個頭	個	one and a half	頭	head,chief	concat
(something) my arse!	en	disapproval	dis-	di-	approval	approof,good graces,allowance,go,approvance,buy-in,green light,line,go-ahead,approbation,sanction,to shake one's head,endorse,hooray,approvement,approbative,signature,acceptance,ok,accept,acclaim,like,sign off,way to go,postapproval,coo,accolade,assent,good books,acclamation	concat
(something) my arse!	en	disregard	dis-	di-	regard	altruism,deem,unthinking,respection,regardlessness,tender,hearken,tale,bemonster,onlook,think,value,regardable,heed,take for,spectation,besee,betouch,bewonder,-wise,respect,regardless,advertence,advertency,intend,reck,impute,undervalue,nonregardance,good name	concat
(something) my arse!	fr	mon cul	mon	me,my,monsieur	cul	sexual intercourse,bottom,rear,ass,bum,butt,anus,luck,arsehole,asshole,sex,good luck,arse,kiss my ass,booty,roach	concat
(space) station	ko	정거장	정	really,anchor	거장	maestro	concat
(the) back of one's hand	en	slap	s		lap	lick,barm,lapful,lapped,skive,cover,girdlestead,bandura,gremial,lapward,laplike	concat
(the) big six	en	phosphorus	phosphor	phosphorless,electron gun,phosphorus,afterglow	us	doj,livermush,ours,we-uns,⠥,bridgetown,foracs,grand rapids,kingston,nlm,dixieland,sweet gum tree,nlrb,ourselves,wi,dol,our,sputnik moment	concat
(the) devil is in the details	en	unworkable	un	uno	workable	workably,smith,workableness	concat
(the) gentle craft	en	fishing	fish	characin,gannet,whiting,sand whiting,cottoid,malacopterygious,scup,heck,mudfish,prawn,fishgig,razorfish,asp,prymnesin,cultus cod,piscivorous,kebab,sea trout,beardfish,gillnet,bonito,bait,crab,skilfish,salamanderfish,forkbeard,neb,fishlessness,hask,megalops,gaff,ichthyophagy,blue eye cod,molly,sea porcupine,pristella,boning,meristic,goldney,doctorfish,furikake,paddlefish,sardine,bleak,nest,blueback,drabble,fishlife,coulibiac,sergeant baker,john dory,fish pound,cade,quahog,tarakihi,surimi,ichthyoidal,smeltie,snapper,pink snapper,torgoch,redd,sand eel,tiddler,handroll,lob,fishling,largemouth,shoal,shortfin,rat-tail,sawbelly,bignose,scad,priest,perciform,rockfish,neuridin,blancmanger,unfishlike,ichthyo-,lodde,ray,roughhead,pleco,marined,hatch,mollie,banstickle,linesider,ichthyofauna,driftnet,aulopiform,fin,allice,jawfish,mulloway,fishless,seafood,subbrachian,needlefish,luderick,rose fish,piscine,cyprinid,fishhood,xiphophorine,fisherfolk,rasbora,piscicolous,largenose,spookfish,barbel,sew,kingklip,descale,whitefish,porolepiform,fishify,fishy,grunion,fry,ichthyic,hack,sea loach,aquarium,piscatory,eel,alepidote,fox,triggerfish,fafrotskies,swim,fishmongering,opsophagos,pad,shrimp,dobule,rock,basslet,meristics,fishlike,fishdom,silverside,gefilte fish,dipnoan,piscicidal,pollock,fishy wishy,ichthyomorphic,nonfish,nasal,gnathostome,fish tea,beluga,ichthyoid,lunker,pickerel,redbait,ladyfish,sea dragon,dotted gizzard shad,cyprinodontoid,gemfish,opaleye,plectognath,ichthys,kabeljou,billfish,fishtank,yellow jack,oyster,dracunculus,waterzooi,ice fish,fishish,northern snakehead,jig,fatback,tailor,jack mackerel,skipjack,panga,blindfish,larva,piscatorial,scombrid,shorthead redhorse,pot,kingfisher,ichthyotherapy,pisci-,veganism,alosid,eelblenny,haaf,unicornfish,spotted dragonet,tailspot,false trevally,fishcatcher,boarfish,bone,flake,swordfish,silver trevally,poacher,pisciform,cavefish,melanophore,finfish,fishful,suckermouth,paugie,bangda,gar,antifish	-ing	bound morpheme	concat
(the) gentle craft	en	shoemaking	shoe	brogan,sycee,oxford tie,moile,wingtip,oxford,mojari,clog,poulaine,platform,latchet,sock,spat,cleaning shoe,shoelike,brogueing,shoetree,tongue,footwear,pitch game,balmoral,shoepac,shoetop,pampootie,tread,stiletto,creeper	making	confection,cinematology,discontinue,differential,-faction	concat
(the) gentle craft	en	cobbler	cobble	recobble,coggle	r		concat
(the) green party	en	green party	green	verditure,vert,rainbow flag,petrol blue,mint,greenside,prasinous,emerald,greeny,bermuda,bermuda green,greenish,wax gourd,ecosocialism,nongreen,patina,greenable,crisp,moss green,ungreen,virent,aubergine,emeraldlike,white gourd,malachite,greene,greenly,inexperienced,kelly green,triad,multi-green,ash gourd,greenness,herb,winter melon,greenify,nonpolluting,scarious,hole,g,greenth,crown green bowls,roygbiv,chloro-,praseo-,argb,viridian,hunter green,richard of york gave battle in vain,grass-green,virescent,iron gray,kendal green,ungreenable,fuzzy melon,bice green,bottle green,feijoa	party	surprise party,throw a party,uncommitted,rag,domination,ministerialist,small-c conservative,privy,circulate,intraparty,partylike,beano,jol,wake,chap,partyish,antiassignment,do,hooley,multilateral,crush,enter,afterparty,preparty,after-party,nonparty,partay,infare,small-l liberal,shindig,small-r republican,instance,bop,rock out with one's cock out,tertulia,celebration,throw,knees-up,sendoff,rager,small-d democrat,get one's freak on,partyness,spoiler effect,chillout,partyer	concat
(the) green party	fr	parti vert	parti	escutcheon,party,parti	vert	verdant,green,immature,untimely,putting green	concat
(the) green party	ga	comhaontas glas	comhaontas	alliance	glas	lock,gray,green,inexperienced,grey	concat
(the) guianas	en	guyana	guy	buster,joe,guyed,guyses,oukie,vato,everyguy,oke,stay,guido,old stick,gee,gloak,outjie,guylike,guyness,ou	ana	a.	concat
(the) last straw	cs	poslední kapka	poslední	final,last	kapka	drop	concat
(the) last straw	fi	viimeinen pisara	viimeinen	last,final,dying,closing	pisara	dribble,drip,droplet,bead,drop,teardrop	concat
(the) last straw	fi	viimeinen niitti	viimeinen	last,final,dying,closing	niitti	staple,rivet	concat
(the) last straw	ka	უკანასკნელი წვეთი	უკანასკნელი	ultimate,hindmost,last	წვეთი	droplet,drop	concat
(the) memory hole	en	deliberately	deliberate	advise,hyperbole,redeliberate,deliber,purposed,mutton dressed as lamb,knowing,deliberateness,considerate,beread,cheap shot,catlike,stately,premeditated,nondeliberate,consultive,genetic modification,prepense,rede,white lie,wilful,confer,hem and haw	-ly	bound morpheme,bound form	concat
(the) memory hole	en	nowhere	no		where	⠐⠱,whitherto,whence,there,5w1h,whereas,thereas	concat
(the) memory hole	en	nowhere	now	existing,present,stat,any more,presently,actual,noo,at this moment in time,dreckley,henceforward,at present,at the moment,nowness,thenness,to date,currently,this instance,at once,pope day,there's no time like the present	here	hereish,away,hereness,this,⠐⠓,heor,hyar,hereabouts	concat
(the) supreme	en	god	g		od	odically,odize,odyl,odic	concat
(the) supreme	en	god	go	ladder,get one's butt somewhere,capture,intradirective verb,take,komi,gang,progress,fetch away,misturn,stone,may,miai,ya,hit the gas,forthgang,boogie on down,cair,bego,resort,depart,atgo,outgo,bestep,lithe,seek,tee,trace,sile,yede,forthfare,wei ch'i,wite,umbego,busk,nim,visit,withgo,move,fare,gomoku,togo,shimmy on down,wither,gan,forthpass,forthgo	d		concat
(the) transhumanist party	en	transhumanism	trans	transphobia	humanism	antihumanist,humanistic,antihumanistic,antihumanism,hellenism	concat
(the) way	en	south downs way	south downs	downs	way	degree,quomodo,how so?,-ode,upgang,in sort,anything,cost,kin,of sorts,because of,pathmaker,upcome,wise,by hook or by crook,no way,gate,go down the road,went,wayed,wayless,tread,umgang,status quo,midway	concat
(to be) keen as mustard	en	enthusiastic	enthusiast	bicyclist,buff,freak,junkie,votary,nonenthusiast,rapturist,enthuser	-ic	-ally,-istical,-icity	concat
(to be) up to here (in something)	en	busy	bus	share taxi,busful,busing,buslike,multibus,busless,railbus,single-decker,mean distance between failure,minibus,knifeboard,busman,motorbus,coach,backplane,busload,embus,busable,superbus,motorcoach,omnibus	y		concat
(to be) up to here (in something)	en	overwhelmed	overwhelm	overbear,blow away,sweep up,inundate,umbeset,snow under,overween,deluge,absorb,crush,drown,overcome,accumber,oversway,engulf,swamp,overset,plunge,overlay,swarm,bowl over,daunt,boggle	-ed	bound morpheme,-'d	concat
(to) put the bee on	en	beat	be	consist,beable,get,befind,belike,i'se,worth,predicable,exist,abe,peace	at	centrally,longa,to-,@,a.,commercial at,a-,be-,on,as of,to,ad-,at-	concat
(to) put the bee on	en	beg	be	consist,beable,get,befind,belike,i'se,worth,predicable,exist,abe,peace	g		concat
(to) put the bee on	en	beat	b		eat	make a meal (out) of,undereat,feed,nom,to tuck into,an army marches on its stomach,take a bite,put the feedbag on,dine,overeat,chow down,lunch,diet,slabber,mess,snack,manducate,note,chow,scran,abite,tuck,grind,consume,fill one's face,outeat,feed one's face,mangery,fare,fret,victual,have something to eat,interdine,fadge	concat
(united nations) security council	zh	安全理事會	安全	safety,secure,security,safe	理事會	council	concat
*	en	star	s		tar	jack,untar,sennet whip,tarry,tarsand,tarpaper,baste,tarlike	concat
,	sv	kommatecken	komma	get,cum,arrive,comma,orgasm,come,point	tecken	omen,symbol,sign language,token,sign,character	concat
-	ar	سـ	س	x	ـ	kashida	concat
-	cmn	将要	将	-	要	want,need,-	concat
-	cmn	將要	將	-	要	want,need,-	concat
-	de	werden	wer	who,somebody,what,anybody,someone,whom	den	the,that,zone,bankrupt,whom,an	concat
-	de	werden	w		erden	earth,ground	concat
-	de	werden	werk	labour,creation,factory,plant,piece,achievement,writing,work,mill,works	den	an,bankrupt,zone,that,the,whom	drop left
-	en	habitually	habitual	explanatory style,custom,inveterate,unhabitual,habitualness,wontish,mindset,routinal,wonted,nonhabitual,rote,wont,routine,imperfective aspect	-ly	bound morpheme,bound form	concat
-	en	intend	in	inbound,outside,therein,longa,deficient,in-,en-,⠔,a-,not out,i',ben,pica	tend	rine,trend,go,cultivate,incline,minister,nursemaid	concat
-	en	wish	wis	witter	h		concat
-	hy	միության գծիկ	միության	genitive,dative	գծիկ	stroke,dash,line	concat
-	mk	ќе	ќ	cyrillic	е	be,is	concat
-	nl	zullen	zulle	sill	n		concat
-	pl	być	by	would,in order to,should,so that	ć	polish	concat
-	ru	быть	быт	manners,way of life	ь	ш,palatalized,ч	concat
-	sv	tänka	t		änka	widow	concat
-	sv	komma att	komma	get,cum,arrive,comma,orgasm,come,point	att	to,that	concat
-	sv	skola	s		kola	charcoal,caramel,toffee,coke,die	concat
-'d	en	-ed	e		d		concat
-'s	cy	-og	o		g		concat
-'s	ru	-ий	и	even,trudge,cyrillic,e,i,both,и,as well as,bob's your uncle,and,so,yi	й	cyrillic	concat
-a	ro	-ezi	e		zi	day,daytime	concat
-a-	en	and	a		nd	gadolinite	concat
-ability	hu	-hatóság	ható	operative,operating,acting,active	-ság	-y,adjective,-ness	concat
-ability	hu	-hatóság	-b	-er,more	hatóság	authority	drop left
-ability	hu	képesség	képes	capable,able,pictured,illustrated	-ség	-y,adjective,-ness	concat
-ability	hu	képesség	kép	view,face,scene,frame,picture,image	-esség	adjective	concat
-able	ca	-ible	i		ble	lock,wick	concat
-able	ca	-able	a		ble	lock,wick	concat
-able	cy	-adwy	a		dwy	two	concat
-able	de	-bar	b		ar	are	concat
-able	fi	-kas	ka	also,too	-s	tag questions	concat
-able	fi	-käs	k		äs	ess,argh	concat
-able	fi	-kas	k		as	as,a-flat	concat
-able	fi	-kelpoinen	kelpo	good,fine,proper,decent	-inen	-like,-er,-y,-ous,-en	concat
-able	fi	-tävä	tä	what	-vä	-y	concat
-able	hu	-ható	hat	affect,influence,six,seem	ó	guard,protect,ancient,old,oh	concat
-able	hu	-ható	ha	if	tó	pool,lake	concat
-able	it	-abile	a		bile	bile	concat
-able	it	-ibile	i		bile	bile	concat
-able	it	-evole	evo	era,age	le	the,you,them,her	concat
-able	ja	られる	ら	gojūon,et al.	れる	voluntary,ability,passive voice,be,respect	concat
-able	ja	-られる	ら	gojūon,et al.	れる	voluntary,ability,passive voice,be,respect	concat
-able	ja	得る	得	advantage	る	gojūon	concat
-able	nl	te	t		e		concat
-able	nl	-lijk	l		ijk		concat
-able	nl	-waardig	waard	host,husband,duck,foreland,purchase,landlord,protector,worth,holm,dikes,drake,innkeeper,lord,publican	-ig	-y,-ly,-ish,-ed,-ible	concat
-able	nl	-waardig	w		aardig	quite,substantial,considerable,fairly,kind,pretty,nice,friendly,nicely,earthy	concat
-able	nl	-baar	b		aar	ear	concat
-able	nl	-lijk	lij	lee	k		concat
-able	ro	-abil	-a	to,the	abil	able,adroit,handsome,capable	drop left
-able	ro	-abil	-î	to	abil	able,adroit,handsome,capable	drop left
-able	ro	-abil	-i	-s,to,the	abil	able,adroit,handsome,capable	drop left
-able	ro	-abil	-e	-s,to	abil	able,adroit,handsome,capable	drop left
-aceous	pt	-áceo	á	a,wing	ceo	chief executive officer	concat
-acity	en	abounding	a		bounding	boundingly	concat
-acity	en	abounding	abound	bustle with,exuberate,teem,superabound,snew	-ing	bound morpheme	concat
-ad	en	unit	un	uno	it	da kine,its,itself,itil,i',he,resilience	concat
-ad	it	-ade	ad	ceo,at,in,to	e		concat
-ade	pt	-ada	ad-	ad-	a		concat
-adic	en	relations	relation	nearly,astrometer,partial dependency,binary relation,counterpoise,life stance,nonrelation,relationist,tale,injection,parallelism,co-relation,relationlike,correspondence,habitude,relating,order,sib,unrelate,relatively	s		concat
